loss,accuracy,val_loss,val_accuracy
2.0790958404541016,0.2408532351255417,2.148627519607544,0.1666666716337204
1.9136569499969482,0.34694164991378784,1.9632326364517212,0.3272058963775635
1.8097238540649414,0.3845175802707672,1.8175524473190308,0.3321078419685364
1.737676739692688,0.4054245054721832,1.7574869394302368,0.3688725531101227
1.684493899345398,0.43099308013916016,1.702708125114441,0.37254902720451355
1.63751220703125,0.4623534381389618,1.7064199447631836,0.37132352590560913
1.5951027870178223,0.4879220128059387,1.6459237337112427,0.41421568393707275
1.5580384731292725,0.5105240941047668,1.6033202409744263,0.4375
1.5213613510131836,0.5319960713386536,1.5720936059951782,0.47671568393707275
1.4830747842788696,0.5613787174224854,1.571570634841919,0.4730392098426819
1.4462580680847168,0.5851109027862549,1.5055631399154663,0.4987744987010956
1.4072577953338623,0.6098318696022034,1.5049149990081787,0.5588235259056091
1.3883945941925049,0.6198615431785583,1.4551228284835815,0.5526960492134094
1.3483355045318604,0.6389320492744446,1.4330404996871948,0.5526960492134094
1.3288534879684448,0.6540471911430359,1.4090198278427124,0.5906862616539001
1.3012374639511108,0.666619598865509,1.3650296926498413,0.6139705777168274
1.2747421264648438,0.6839948892593384,1.3474527597427368,0.5980392098426819
1.2638523578643799,0.6886565685272217,1.3576061725616455,0.6164215803146362
1.2487916946411133,0.6931769847869873,1.3086001873016357,0.6286764740943909
1.2258199453353882,0.7034891843795776,1.2889187335968018,0.6458333134651184
1.2078449726104736,0.720299482345581,1.3524621725082397,0.5992646813392639
1.2012230157852173,0.7207232713699341,1.2409600019454956,0.6752451062202454
1.1765185594558716,0.7267975807189941,1.2436615228652954,0.6752451062202454
1.1641372442245483,0.7324481010437012,1.231785774230957,0.6678921580314636
1.1381486654281616,0.7478457689285278,1.2069990634918213,0.7132353186607361
1.1375932693481445,0.7492583990097046,1.2546616792678833,0.6360294222831726
1.1335740089416504,0.7429015636444092,1.2149956226348877,0.6715686321258545
1.1167659759521484,0.757027804851532,1.2028619050979614,0.686274528503418
1.1072636842727661,0.7602768540382385,1.1823225021362305,0.6850489974021912
1.0961127281188965,0.7656448483467102,1.1731795072555542,0.6960784196853638
