loss,accuracy,val_loss,val_accuracy
1.3766038417816162,0.6355417370796204,1.1803364753723145,0.7083333134651184
0.9691455364227295,0.8169233202934265,1.0670466423034668,0.7855392098426819
0.8584786057472229,0.8700381517410278,1.0474352836608887,0.7928921580314636
0.797469973564148,0.9004096388816833,1.0272572040557861,0.7965686321258545
0.7563111782073975,0.9190563559532166,1.0145206451416016,0.8051470518112183
0.7269171476364136,0.9323350787162781,1.0094982385635376,0.8039215803146362
0.7029468417167664,0.9417997002601624,1.0077301263809204,0.8026960492134094
0.6825287342071533,0.9498516917228699,1.0102347135543823,0.7977941036224365
0.6655821204185486,0.9579036831855774,1.010082721710205,0.8039215803146362
0.6509183645248413,0.9651080369949341,1.0108879804611206,0.8051470518112183
0.6382493376731873,0.9708998203277588,1.0130833387374878,0.8039215803146362
0.6271069645881653,0.9771153926849365,1.015629768371582,0.8051470518112183
