accuracy,loss,val_accuracy,val_loss
0.2899458706378937,2.6997859477996826,0.6380297541618347,2.2430596351623535
0.48632869124412537,2.224114418029785,0.7308132648468018,1.8595387935638428
0.5707775354385376,2.039501905441284,0.736540675163269,1.7412127256393433
0.6264597177505493,1.9267370700836182,0.7628865838050842,1.6253702640533447
0.6604955792427063,1.8421658277511597,0.774341344833374,1.5824437141418457
0.6876958012580872,1.7756954431533813,0.7949599027633667,1.5168883800506592
0.7144688367843628,1.7041257619857788,0.7949599027633667,1.4948707818984985
0.7288521528244019,1.672043800354004,0.8167239427566528,1.448790431022644
0.7405297756195068,1.617814064025879,0.8144329786300659,1.4258290529251099
0.7546283006668091,1.5708515644073486,0.8258877396583557,1.3982409238815308
0.7702933549880981,1.5335506200790405,0.8281787037849426,1.376257300376892
0.7768442034721375,1.5078068971633911,0.8373425006866455,1.3552032709121704
0.7915123701095581,1.467137336730957,0.8407789468765259,1.3353476524353027
0.7946454286575317,1.4474807977676392,0.8293241858482361,1.344274878501892
0.7923668622970581,1.422648549079895,0.8167239427566528,1.351752758026123
0.8011962175369263,1.395691156387329,0.836197018623352,1.303672194480896
0.810310423374176,1.3799848556518555,0.8350515365600586,1.2911869287490845
0.8221304416656494,1.3410704135894775,0.8167239427566528,1.289218544960022
0.8202791213989258,1.334863305091858,0.8258877396583557,1.2727758884429932
0.824836254119873,1.3096429109573364,0.8167239427566528,1.273459553718567
0.8349472880363464,1.2780208587646484,0.8247422575950623,1.2658640146255493
0.8340928554534912,1.2727196216583252,0.8258877396583557,1.2454103231430054
0.8289660811424255,1.267580509185791,0.838487982749939,1.2276159524917603
0.8385075330734253,1.2429702281951904,0.831615149974823,1.224467396736145
0.8437767028808594,1.230528712272644,0.8190149068832397,1.2465472221374512
0.8481913805007935,1.2174352407455444,0.8247422575950623,1.2229547500610352
0.847621738910675,1.2026437520980835,0.8018327355384827,1.2532821893692017
0.8570207953453064,1.1822394132614136,0.8132874965667725,1.2437809705734253
0.8605810403823853,1.172638177871704,0.8018327355384827,1.264312744140625
