accuracy,loss,val_accuracy,val_loss
0.36834385991096497,1.7813445329666138,0.26363635063171387,1.9864697456359863
0.444623738527298,1.6454566717147827,0.3787878751754761,1.7310606241226196
0.49508580565452576,1.5735435485839844,0.4535353481769562,1.6387722492218018
0.5333724617958069,1.520648717880249,0.4252525269985199,1.6748498678207397
0.5729793310165405,1.4672707319259644,0.4939393997192383,1.600679874420166
0.6040780544281006,1.4187819957733154,0.48787879943847656,1.5586310625076294
0.633416473865509,1.389245867729187,0.5454545617103577,1.5516959428787231
0.6473522186279297,1.3517011404037476,0.5505050420761108,1.4881595373153687
0.6593809723854065,1.3316272497177124,0.5868687033653259,1.4486349821090698
0.6693560481071472,1.308708906173706,0.573737382888794,1.4247628450393677
0.6806513071060181,1.2872633934020996,0.5868687033653259,1.3992811441421509
0.6935602426528931,1.2638670206069946,0.6151515245437622,1.3959531784057617
0.6981076598167419,1.2518353462219238,0.5646464824676514,1.422411322593689
0.7098430395126343,1.2336500883102417,0.6363636255264282,1.3586907386779785
0.7160041332244873,1.2217154502868652,0.596969723701477,1.3530977964401245
0.7237787842750549,1.2056819200515747,0.6161616444587708,1.3287967443466187
0.7242188453674316,1.1921876668930054,0.6363636255264282,1.3491936922073364
0.7340472340583801,1.1766266822814941,0.5757575631141663,1.3761262893676758
0.7309666872024536,1.17586350440979,0.6646464467048645,1.287609577178955
0.7438756227493286,1.1587775945663452,0.6262626051902771,1.3132412433624268
0.7506234645843506,1.1446468830108643,0.6959595680236816,1.286570429801941
0.7500366568565369,1.137871503829956,0.6616161465644836,1.2730809450149536
0.7528238296508789,1.127474069595337,0.6535353660583496,1.2712550163269043
0.7600117325782776,1.1185041666030884,0.6696969866752625,1.2963052988052368
0.7679331302642822,1.1104276180267334,0.6666666865348816,1.25520920753479
0.7695467472076416,1.1022324562072754,0.6737373471260071,1.248418927192688
0.7720404863357544,1.0963653326034546,0.6929292678833008,1.2492479085922241
0.7789350152015686,1.0837252140045166,0.6868686676025391,1.238265872001648
0.7774680852890015,1.0797770023345947,0.6707070469856262,1.2680193185806274
0.7821622490882874,1.0684040784835815,0.6838383674621582,1.2289398908615112
